LoiGiaiID,improvedParam,preservedParam,principleId,priority
4802,14,19,35,0
4803,14,20,28,0
4804,14,20,8,0
4805,14,20,3,0
4806,14,20,14,0
4807,14,20,5,0
4808,14,20,40,0
4809,14,20,26,0
4810,14,21,28,0
4811,14,21,2,0
4812,14,21,3,0
4813,14,21,5,0
4814,14,21,33,0
4815,14,21,18,0
4816,14,22,28,0
4817,14,22,36,0
4818,14,22,31,0
4819,14,22,3,0
4820,14,22,40,0
4821,14,22,2,0
4822,14,22,30,0
4823,14,23,19,0
4824,14,23,35,0
4825,14,23,13,0
4826,14,23,10,0
4827,14,23,24,0
4828,14,23,32,0
4829,14,23,26,0
4830,14,24,35,0
4831,14,24,13,0
4832,14,24,10,0
4833,14,24,24,0
4834,14,24,19,0
4835,14,24,3,0
4836,14,24,4,0
4837,14,24,1,0
4838,14,24,20,0
4839,14,25,28,0
4840,14,25,35,0
4841,14,25,13,0
4842,14,25,10,0
4843,14,25,1,0
4844,14,25,3,0
4845,14,25,38,0
4846,14,26,13,0
4847,14,26,5,0
4848,14,26,10,0
4849,14,26,25,0
4850,14,26,3,0
4851,14,26,1,0
4852,14,26,19,0
4853,14,27,19,0
4854,14,27,1,0
4855,14,27,35,0
4856,14,27,14,0
4857,14,27,20,0
4858,14,27,5,0
4859,14,27,13,0
4860,14,28,10,0
4861,14,28,7,0
4862,14,28,24,0
4863,14,28,26,0
4864,14,28,6,0
4865,14,28,37,0
4866,14,28,3,0
4867,14,29,3,0
4868,14,29,14,0
4869,14,29,28,0
4870,14,29,9,0
4871,14,29,5,0
4872,14,29,17,0
4873,14,29,24,0
4874,14,30,19,0
4875,14,30,1,0
4876,14,30,18,0
4877,14,30,24,0
4878,14,30,7,0
4879,14,30,3,0
4880,14,30,35,0
4881,14,31,35,0
4882,14,31,21,0
4883,14,31,2,0
4884,14,31,24,0
4885,14,31,33,0
4886,14,31,28,0
4887,14,31,11,0
4888,14,31,16,0
4889,14,31,34,0
4890,14,32,15,0
4891,14,32,10,0
4892,14,32,28,0
4893,14,32,26,0
4894,14,32,1,0
4895,14,32,30,0
4896,14,32,35,0
4897,14,33,7,0
4898,14,33,19,0
4899,14,33,6,0
4900,14,33,24,0
4901,14,33,3,0
4902,14,33,2,0
4903,14,34,28,0
4904,14,34,37,0
4905,14,34,13,0
4906,14,34,25,0
4907,14,34,32,0
4908,14,34,15,0
4909,14,34,17,0
4910,14,35,35,0
4911,14,35,28,0
4912,14,35,23,0
4913,14,35,24,0
4914,14,35,2,0
4915,14,35,11,0
4916,14,35,40,0
4917,14,36,28,0
4918,14,36,2,0
4919,14,36,34,0
4920,14,36,13,0
4921,14,36,23,0
4922,14,36,27,0
4923,14,36,1,0
4924,14,37,24,0
4925,14,37,28,0
4926,14,37,10,0
4927,14,37,2,0
4928,14,37,19,0
4929,14,37,32,0
4930,14,38,31,0
4931,14,38,35,0
4932,14,38,11,0
4933,14,38,13,0
4934,14,38,3,0
4935,14,38,7,0
4936,14,38,2,0
4937,14,38,40,0
4938,14,39,14,0
4939,14,39,3,0
4940,14,39,32,0
4941,14,39,22,0
4942,14,39,17,0
4943,14,39,4,0
4944,14,39,13,0
4945,14,40,28,0
4946,14,40,35,0
4947,14,40,19,0
4948,14,40,4,0
4949,14,40,11,0
4950,14,40,22,0
4951,14,40,18,0
4952,14,40,21,0
4953,14,41,35,0
4954,14,41,13,0
4955,14,41,28,0
4956,14,41,1,0
4957,14,41,8,0
4958,14,41,17,0
4959,14,41,29,0
4960,14,42,28,0
4961,14,42,10,0
4962,14,42,25,0
4963,14,42,12,0
4964,14,42,35,0
4965,14,42,16,0
4966,14,42,23,0
4967,14,42,24,0
4968,14,43,10,0
4969,14,43,28,0
4970,14,43,2,0
4971,14,43,13,0
4972,14,43,17,0
4973,14,43,24,0
4974,14,43,5,0
4975,14,44,2,0
4976,14,44,3,0
4977,14,44,28,0
4978,14,44,10,0
4979,14,44,13,0
4980,14,44,35,0
4981,14,44,24,0
4982,14,45,5,0
4983,14,45,28,0
4984,14,45,4,0
4985,14,45,10,0
4986,14,45,13,0
4987,14,45,34,0
4988,14,45,40,0
4989,14,45,30,0
4990,14,46,25,0
4991,14,46,10,0
4992,14,46,19,0
4993,14,46,1,0
4994,14,46,37,0
4995,14,46,4,0
4996,14,46,13,0
4997,14,46,23,0
4998,14,47,28,0
4999,14,47,18,0
5000,14,47,13,0
5001,14,47,3,0
5002,14,47,23,0
5003,14,48,23,0
5004,14,48,2,0
5005,14,48,37,0
5006,14,48,18,0
5007,14,48,24,0
5008,14,49,3,0
5009,14,49,26,0
5010,14,49,24,0
5011,14,49,16,0
5012,14,49,28,0
5013,14,49,34,0
5014,14,49,27,0
5015,14,50,28,0
5016,14,50,25,0
5017,14,50,24,0
5018,14,50,1,0
5019,14,50,32,0
5020,14,50,13,0
5021,14,50,17,0
5022,14,50,26,0
5023,15,1,8,0
5024,15,1,1,0
5025,15,1,13,0
5026,15,1,9,0
5027,15,1,28,0
5028,15,1,37,0
5029,15,1,31,0
5030,15,1,35,0
5031,15,1,18,0
5032,15,2,9,0
5033,15,2,13,0
5034,15,2,28,0
5035,15,2,1,0
5036,15,2,35,0
5037,15,2,40,0
5038,15,2,18,0
5039,15,3,17,0
5040,15,3,35,0
5041,15,3,9,0
5042,15,3,3,0
5043,15,3,14,0
5044,15,3,19,0
5045,15,3,28,0
5046,15,3,36,0
5047,15,3,29,0
5048,15,4,35,0
5049,15,4,28,0
5050,15,4,17,0
5051,15,4,9,0
5052,15,4,40,0
5053,15,4,10,0
5054,15,4,14,0
5055,15,4,37,0
5056,15,5,15,0
5057,15,5,17,0
5058,15,5,10,0
5059,15,5,14,0
5060,15,5,19,0
5061,15,5,3,0
5062,15,5,29,0
5063,15,5,39,0
5064,15,5,40,0
5065,15,6,1,0
5066,15,6,3,0
5067,15,6,17,0
5068,15,6,40,0
5069,15,6,37,0
5070,15,6,18,0
5071,15,6,9,0
5072,15,6,35,0
5073,15,7,12,0
5074,15,7,15,0
5075,15,7,9,0
5076,15,7,35,0
5077,15,7,37,0
5078,15,7,14,0
5079,15,7,5,0
5080,15,7,4,0
5081,15,8,1,0
5082,15,8,18,0
5083,15,8,37,0
5084,15,8,35,0
5085,15,8,2,0
5086,15,8,3,0
5087,15,8,10,0
5088,15,8,36,0
5089,15,9,35,0
5090,15,9,10,0
5091,15,9,3,0
5092,15,9,40,0
5093,15,9,31,0
5094,15,9,34,0
5095,15,9,4,0
5096,15,9,14,0
5097,15,10,14,0
5098,15,10,28,0
5099,15,10,18,0
5100,15,10,35,0
5101,15,10,3,0
5102,15,10,29,0
5103,15,10,1,0
5104,15,10,8,0
5105,15,10,36,0
5106,15,11,13,0
5107,15,11,17,0
5108,15,11,37,0
5109,15,11,3,0
5110,15,11,10,0
5111,15,11,7,0
5112,15,11,1,0
5113,15,12,19,0
5114,15,12,10,0
5115,15,12,2,0
5116,15,12,12,0
5117,15,12,28,0
5118,15,13,2,0
5119,15,13,10,0
5120,15,13,13,0
5121,15,13,3,0
5122,15,13,12,0
5123,15,13,19,0
5124,15,13,26,0
5125,15,14,13,0
5126,15,14,15,0
5127,15,14,9,0
5128,15,14,28,0
5129,15,14,12,0
5130,15,14,2,0
5131,15,16,19,0
5132,15,16,17,0
5133,15,16,35,0
5134,15,16,10,0
5135,15,16,2,0
5136,15,16,8,0
5137,15,16,3,0
5138,15,16,24,0
5139,15,17,1,0
5140,15,17,35,0
5141,15,17,10,0
5142,15,17,19,0
5143,15,17,8,0
5144,15,17,17,0
5145,15,17,37,0
5146,15,18,19,0
5147,15,18,35,0
5148,15,18,37,0
5149,15,18,17,0
5150,15,18,1,0
5151,15,18,28,0
5152,15,18,18,0
5153,15,19,21,0
5154,15,19,18,0
5155,15,19,9,0
5156,15,19,40,0
5157,15,19,12,0
5158,15,19,2,0
5159,15,19,24,0
5160,15,19,17,0
5161,15,19,3,0
5162,15,20,35,0
5163,15,20,14,0
5164,15,20,9,0
5165,15,20,3,0
5166,15,20,17,0
5167,15,20,5,0
5168,15,20,12,0
5169,15,20,7,0
5170,15,20,27,0
5171,15,21,35,0
5172,15,21,10,0
5173,15,21,24,0
5174,15,21,1,0
5175,15,21,21,0
5176,15,21,13,0
5177,15,21,12,0
5178,15,21,37,0
5179,15,22,35,0
5180,15,22,36,0
5181,15,22,21,0
5182,15,22,10,0
5183,15,22,24,0
5184,15,22,31,0
5185,15,22,19,0
5186,15,23,13,0
5187,15,23,2,0
5188,15,23,19,0
5189,15,23,35,0
5190,15,23,24,0
5191,15,23,5,0
5192,15,23,3,0
5193,15,24,19,0
5194,15,24,35,0
5195,15,24,6,0
5196,15,24,13,0
5197,15,24,34,0
5198,15,24,15,0
5199,15,25,3,0
5200,15,25,35,0
5201,15,25,40,0
5202,15,25,12,0
5203,15,25,17,0
5204,15,25,5,0
5205,15,25,28,0
5206,15,26,10,0
5207,15,26,3,0
5208,15,26,23,0
5209,15,26,37,0
5210,15,26,25,0
5211,15,26,5,0
5212,15,27,19,0
5213,15,27,15,0
5214,15,27,2,0
5215,15,27,5,0
5216,15,27,14,0
5217,15,27,35,0
5218,15,27,34,0
5219,15,28,37,0
5220,15,28,7,0
5221,15,28,32,0
5222,15,28,24,0
5223,15,28,1,0
5224,15,28,13,0
5225,15,28,10,0
5226,15,29,13,0
5227,15,29,24,0
5228,15,29,9,0
5229,15,29,12,0
5230,15,29,7,0
5231,15,29,10,0
5232,15,29,5,0
5233,15,29,14,0
5234,15,30,15,0
5235,15,30,2,0
5236,15,30,35,0
5237,15,30,5,0
5238,15,30,21,0
5239,15,30,3,0
5240,15,30,13,0
5241,15,31,3,0
5242,15,31,13,0
5243,15,31,24,0
5244,15,31,14,0
5245,15,31,17,0
5246,15,31,29,0
5247,15,31,23,0
5248,15,31,40,0
5249,15,31,12,0
5250,15,32,15,0
5251,15,32,17,0
5252,15,32,3,0
5253,15,32,19,0
5254,15,32,29,0
5255,15,32,35,0
5256,15,32,4,0
5257,15,32,18,0
5258,15,32,24,0
5259,15,33,28,0
5260,15,33,5,0
5261,15,33,6,0
5262,15,33,24,0
5263,15,33,25,0
5264,15,33,13,0
5265,15,34,1,0
5266,15,34,28,0
5267,15,34,25,0
5268,15,34,4,0
5269,15,34,19,0
5270,15,34,3,0
5271,15,34,29,0
5272,15,34,17,0
5273,15,34,10,0
5274,15,35,14,0
5275,15,35,35,0
5276,15,35,1,0
5277,15,35,24,0
5278,15,35,13,0
5279,15,35,3,0
5280,15,35,40,0
5281,15,36,15,0
5282,15,36,17,0
5283,15,36,13,0
5284,15,36,1,0
5285,15,36,2,0
5286,15,36,28,0
5287,15,37,10,0
5288,15,37,28,0
5289,15,37,3,0
5290,15,37,13,0
5291,15,37,15,0
5292,15,37,1,0
5293,15,38,2,0
5294,15,38,12,0
5295,15,38,31,0
5296,15,38,39,0
5297,15,38,17,0
5298,15,38,11,0
5299,15,38,24,0
5300,15,39,14,0
5301,15,39,3,0
5302,15,39,7,0
5303,15,39,12,0
5304,15,39,35,0
5305,15,39,31,0
5306,15,39,30,0
5307,15,40,10,0
5308,15,40,35,0
5309,15,40,40,0
5310,15,40,17,0
5311,15,40,15,0
5312,15,40,22,0
5313,15,40,39,0
5314,15,40,21,0
5315,15,40,33,0
5316,15,41,15,0
5317,15,41,18,0
5318,15,41,35,0
5319,15,41,6,0
5320,15,41,37,0
5321,15,41,10,0
5322,15,41,16,0
5323,15,42,28,0
5324,15,42,5,0
5325,15,42,29,0
5326,15,42,37,0
5327,15,42,36,0
5328,15,42,12,0
5329,15,42,13,0
5330,15,42,17,0
5331,15,42,25,0
5332,15,43,2,0
5333,15,43,10,0
5334,15,43,35,0
5335,15,43,13,0
5336,15,43,25,0
5337,15,43,23,0
5338,15,44,35,0
5339,15,44,28,0
5340,15,44,3,0
5341,15,44,10,0
5342,15,44,37,0
5343,15,44,19,0
5344,15,44,25,0
5345,15,44,5,0
5346,15,45,5,0
5347,15,45,10,0
5348,15,45,35,0
5349,15,45,4,0
5350,15,45,28,0
5351,15,45,18,0
5352,15,45,14,0
5353,15,45,26,0
5354,15,46,37,0
5355,15,46,10,0
5356,15,46,28,0
5357,15,46,25,0
5358,15,46,3,0
5359,15,46,13,0
5360,15,46,2,0
5361,15,47,15,0
5362,15,47,23,0
5363,15,47,18,0
5364,15,47,28,0
5365,15,47,40,0
5366,15,48,5,0
5367,15,48,13,0
5368,15,48,24,0
5369,15,48,23,0
5370,15,48,10,0
5371,15,48,4,0
5372,15,49,37,0
5373,15,49,10,0
5374,15,49,19,0
5375,15,49,3,0
5376,15,49,28,0
5377,15,49,29,0
5378,15,49,36,0
5379,15,50,24,0
5380,15,50,37,0
5381,15,50,3,0
5382,15,50,28,0
5383,15,50,32,0
5384,15,50,23,0
5385,15,50,10,0
5386,16,1,28,0
5387,16,1,35,0
5388,16,1,19,0
5389,16,1,12,0
5390,16,1,31,0
5391,16,1,18,0
5392,16,1,5,0
5393,16,2,28,0
5394,16,2,35,0
5395,16,2,5,0
5396,16,2,12,0
5397,16,2,18,0
5398,16,2,31,0
5399,16,2,13,0
5400,16,2,2,0
5401,16,3,28,0
5402,16,3,12,0
5403,16,3,15,0
5404,16,3,35,0
5405,16,3,19,0
5406,16,3,17,0
5407,16,3,7,0
5408,16,4,35,0
5409,16,4,2,0
5410,16,4,19,0
5411,16,4,15,0
5412,16,4,28,0
5413,16,4,5,0
5414,16,5,15,0
5415,16,5,19,0
5416,16,5,4,0
5417,16,5,3,0
5418,16,5,25,0
5419,16,5,14,0
5420,16,6,35,0
5421,16,6,2,0
5422,16,6,17,0
5423,16,6,15,0
5424,16,6,14,0
5425,16,6,3,0
5426,16,7,13,0
5427,16,7,35,0
5428,16,7,18,0
5429,16,7,2,0
5430,16,7,29,0
5431,16,7,17,0
5432,16,7,25,0
5433,16,8,3,0
5434,16,8,25,0
5435,16,8,34,0
5436,16,8,38,0
5437,16,8,35,0
5438,16,8,7,0
5439,16,8,2,0
5440,16,9,29,0
5441,16,9,2,0
5442,16,9,3,0
5443,16,9,12,0
5444,16,9,19,0
5445,16,9,15,0
5446,16,9,28,0
5447,16,10,35,0
5448,16,10,2,0
5449,16,10,34,0
5450,16,10,18,0
5451,16,10,16,0
5452,16,10,19,0
5453,16,10,38,0
5454,16,10,30,0
5455,16,11,7,0
5456,16,11,2,0
5457,16,11,25,0
5458,16,11,24,0
5459,16,11,3,0
5460,16,11,23,0
5461,16,11,37,0
5462,16,12,18,0
5463,16,12,28,0
5464,16,12,35,0
5465,16,12,6,0
5466,16,12,15,0
5467,16,12,12,0
5468,16,12,10,0
5469,16,13,28,0
5470,16,13,2,0
5471,16,13,35,0
5472,16,13,13,0
5473,16,13,6,0
5474,16,13,12,0
5475,16,13,10,0
5476,16,13,19,0
5477,16,14,35,0
5478,16,14,28,0
5479,16,14,13,0
5480,16,14,14,0
5481,16,14,19,0
5482,16,14,5,0
5483,16,14,8,0
5484,16,15,21,0
5485,16,15,2,0
5486,16,15,19,0
5487,16,15,35,0
5488,16,15,26,0
5489,16,15,18,0
5490,16,15,16,0
5491,16,15,24,0
5492,16,15,3,0
5493,16,17,15,0
5494,16,17,28,0
5495,16,17,13,0
5496,16,17,2,0
5497,16,17,35,0
5498,16,17,12,0
5499,16,18,19,0
5500,16,18,34,0
5501,16,18,37,0
5502,16,18,18,0
5503,16,18,6,0
5504,16,18,7,0
5505,16,18,15,0
5506,16,19,14,0
5507,16,19,25,0
5508,16,19,15,0
5509,16,19,17,0
5510,16,19,28,0
5511,16,19,37,0
5512,16,19,7,0
5513,16,19,3,0
5514,16,19,19,0
5515,16,20,19,0
5516,16,20,35,0
5517,16,20,5,0
5518,16,20,9,0
5519,16,20,28,0
5520,16,20,29,0
5521,16,20,12,0
5522,16,21,13,0
5523,16,21,19,0
5524,16,21,24,0
5525,16,21,17,0
5526,16,21,5,0
5527,16,21,39,0
5528,16,21,35,0
5529,16,22,24,0
5530,16,22,19,0
5531,16,22,2,0
5532,16,22,36,0
5533,16,22,3,0
5534,16,22,14,0
5535,16,22,4,0
5536,16,23,35,0
5537,16,23,19,0
5538,16,23,24,0
5539,16,23,5,0
5540,16,23,14,0
5541,16,23,3,0
5542,16,23,40,0
5543,16,23,25,0
5544,16,24,2,0
5545,16,24,13,0
5546,16,24,28,0
5547,16,24,12,0
5548,16,24,10,0
5549,16,24,15,0
5550,16,24,3,0
5551,16,24,6,0
5552,16,25,28,0
5553,16,25,35,0
5554,16,25,5,0
5555,16,25,3,0
5556,16,25,18,0
5557,16,25,24,0
5558,16,25,7,0
5559,16,26,10,0
5560,16,26,18,0
5561,16,26,28,0
5562,16,26,5,0
5563,16,26,35,0
5564,16,26,38,0
5565,16,26,20,0
5566,16,27,19,0
5567,16,27,15,0
5568,16,27,12,0
5569,16,27,28,0
5570,16,27,24,0
5571,16,27,21,0
5572,16,27,34,0
5573,16,27,13,0
5574,16,28,13,0
5575,16,28,24,0
5576,16,28,7,0
5577,16,28,37,0
5578,16,28,22,0
5579,16,28,23,0
5580,16,28,2,0
5581,16,29,17,0
5582,16,29,14,0
5583,16,29,4,0
5584,16,29,7,0
5585,16,29,5,0
5586,16,29,9,0
5587,16,29,35,0
5588,16,29,31,0
5589,16,30,1,0
5590,16,30,24,0
5591,16,30,19,0
5592,16,30,21,0
5593,16,30,4,0
5594,16,30,15,0
5595,16,30,2,0
5596,16,31,2,0
5597,16,31,35,0
5598,16,31,16,0
5599,16,31,25,0
5600,16,31,11,0
5601,16,31,6,0
5602,16,31,39,0
5603,16,31,3,0
5604,16,32,24,0
5605,16,32,15,0
5606,16,32,13,0
5607,16,32,28,0
5608,16,32,17,0
5609,16,32,30,0
5610,16,32,7,0
5611,16,33,10,0
5612,16,33,24,0
5613,16,33,28,0
5614,16,33,1,0
5615,16,33,13,0
5616,16,33,29,0
5617,16,34,28,0
5618,16,34,3,0
5619,16,34,35,0
5620,16,34,1,0
5621,16,34,26,0
5622,16,34,19,0
5623,16,35,13,0
5624,16,35,21,0
5625,16,35,10,0
5626,16,35,35,0
5627,16,35,28,0
5628,16,35,15,0
5629,16,35,23,0
5630,16,36,1,0
5631,16,36,17,0
5632,16,36,28,0
5633,16,36,10,0
5634,16,36,15,0
5635,16,36,13,0
5636,16,37,10,0
5637,16,37,28,0
5638,16,37,5,0
5639,16,37,24,0
5640,16,37,13,0
5641,16,37,7,0
5642,16,38,12,0
5643,16,38,39,0
5644,16,38,35,0
5645,16,38,31,0
5646,16,38,30,0
5647,16,38,11,0
5648,16,38,24,0
5649,16,39,17,0
5650,16,39,7,0
5651,16,39,4,0
5652,16,39,3,0
5653,16,39,32,0
5654,16,39,40,0
5655,16,40,2,0
5656,16,40,10,0
5657,16,40,3,0
5658,16,40,37,0
5659,16,40,22,0
5660,16,40,34,0
5661,16,40,9,0
5662,16,40,7,0
5663,16,41,28,0
5664,16,41,5,0
5665,16,41,30,0
5666,16,41,10,0
5667,16,41,40,0
5668,16,41,26,0
5669,16,41,8,0
5670,16,41,2,0
5671,16,42,10,0
5672,16,42,25,0
5673,16,42,12,0
5674,16,42,24,0
5675,16,42,26,0
5676,16,42,3,0
5677,16,43,2,0
5678,16,43,10,0
5679,16,43,13,0
5680,16,43,15,0
5681,16,43,5,0
5682,16,43,17,0
5683,16,43,3,0
5684,16,43,32,0
5685,16,44,35,0
5686,16,44,28,0
5687,16,44,24,0
5688,16,44,25,0
5689,16,44,12,0
5690,16,44,10,0
5691,16,44,1,0
5692,16,45,5,0
5693,16,45,2,0
5694,16,45,28,0
5695,16,45,12,0
5696,16,45,27,0
5697,16,45,13,0
5698,16,45,23,0
5699,16,46,3,0
5700,16,46,25,0
5701,16,46,5,0
5702,16,46,10,0
5703,16,46,37,0
5704,16,46,7,0
5705,16,46,13,0
5706,16,46,1,0
5707,16,47,15,0
5708,16,47,28,0
5709,16,47,17,0
5710,16,47,18,0
5711,16,47,40,0
5712,16,48,19,0
5713,16,48,25,0
5714,16,48,5,0
5715,16,48,36,0
5716,16,48,23,0
5717,16,49,10,0
5718,16,49,37,0
5719,16,49,3,0
5720,16,49,25,0
5721,16,49,13,0
5722,16,49,7,0
5723,16,50,3,0
5724,16,50,5,0
5725,16,50,28,0
5726,16,50,37,0
5727,16,50,8,0
5728,16,50,30,0
5729,16,50,32,0
5730,17,1,35,0
5731,17,1,28,0
5732,17,1,13,0
5733,17,1,8,0
5734,17,1,3,0
5735,17,1,19,0
5736,17,2,19,0
5737,17,2,13,0
5738,17,2,35,0
5739,17,2,9,0
5740,17,2,28,0
5741,17,2,6,0
5742,17,3,17,0
5743,17,3,4,0
5744,17,3,12,0
5745,17,3,3,0
5746,17,3,24,0
5747,17,3,14,0
5748,17,4,4,0
5749,17,4,17,0
5750,17,4,9,0
5751,17,4,19,0
5752,17,4,3,0
5753,17,4,16,0
5754,17,5,3,0
5755,17,5,4,0
5756,17,5,13,0
5757,17,5,5,0
5758,17,5,12,0
5759,17,5,24,0
5760,17,6,4,0
5761,17,6,17,0
5762,17,6,3,0
5763,17,6,14,0
5764,17,6,16,0
5765,17,6,19,0
5766,17,7,2,0
5767,17,7,35,0
5768,17,7,13,0
5769,17,7,19,0
5770,17,7,28,0
5771,17,7,18,0
5772,17,7,4,0
5773,17,7,7,0
5774,17,8,35,0
5775,17,8,39,0
5776,17,8,19,0
5777,17,8,2,0
5778,17,8,18,0
5779,17,8,28,0
5780,17,8,4,0
5781,17,8,9,0
5782,17,9,7,0
5783,17,9,35,0
5784,17,9,24,0
5785,17,9,30,0
5786,17,9,13,0
5787,17,9,5,0
5788,17,9,10,0
5789,17,9,36,0
5790,17,10,35,0
5791,17,10,31,0
5792,17,10,3,0
5793,17,10,24,0
5794,17,10,28,0
5795,17,10,13,0
5796,17,10,4,0
5797,17,10,9,0
5798,17,11,2,0
5799,17,11,19,0
5800,17,11,17,0
5801,17,11,20,0
5802,17,11,7,0
5803,17,11,23,0
5804,17,12,40,0
5805,17,12,35,0
5806,17,12,3,0
5807,17,12,19,0
5808,17,12,4,0
5809,17,12,28,0
5810,17,12,24,0
5811,17,13,40,0
5812,17,13,35,0
5813,17,13,3,0
5814,17,13,28,0
5815,17,13,17,0
5816,17,13,26,0
5817,17,13,24,0
5818,17,14,1,0
5819,17,14,3,0
5820,17,14,28,0
5821,17,14,19,0
5822,17,14,25,0
5823,17,14,13,0
5824,17,14,12,0
5825,17,15,9,0
5826,17,15,37,0
5827,17,15,35,0
5828,17,15,36,0
5829,17,15,5,0
5830,17,15,28,0
5831,17,15,17,0
5832,17,16,2,0
5833,17,16,19,0
5834,17,16,3,0
5835,17,16,13,0
5836,17,16,5,0
5837,17,18,2,0
5838,17,18,5,0
5839,17,18,19,0
5840,17,18,13,0
5841,17,18,35,0
5842,17,19,17,0
5843,17,19,9,0
5844,17,19,4,0
5845,17,19,19,0
5846,17,19,35,0
5847,17,19,40,0
5848,17,19,14,0
5849,17,20,35,0
5850,17,20,40,0
5851,17,20,14,0
5852,17,20,3,0
5853,17,20,2,0
5854,17,20,13,0
5855,17,20,17,0
5856,17,21,35,0
5857,17,21,4,0
5858,17,21,24,0
5859,17,21,40,0
5860,17,21,17,0
5861,17,21,14,0
5862,17,21,18,0
5863,17,21,1,0
5864,17,22,3,0
5865,17,22,2,0
5866,17,22,35,0
5867,17,22,19,0
5868,17,22,21,0
5869,17,22,36,0
5870,17,23,19,0
5871,17,23,35,0
5872,17,23,2,0
5873,17,23,7,0
5874,17,23,32,0
5875,17,23,5,0
5876,17,23,24,0
5877,17,24,2,0
5878,17,24,19,0
5879,17,24,15,0
5880,17,24,13,0
5881,17,24,12,0
5882,17,24,28,0
5883,17,24,25,0
5884,17,25,31,0
5885,17,25,28,0
5886,17,25,18,0
5887,17,25,12,0
5888,17,25,4,0
5889,17,25,9,0
5890,17,25,34,0
5891,17,26,4,0
5892,17,26,10,0
5893,17,26,40,0
5894,17,26,7,0
5895,17,26,9,0
5896,17,26,17,0
5897,17,27,35,0
5898,17,27,31,0
5899,17,27,4,0
5900,17,27,24,0
5901,17,27,34,0
5902,17,27,36,0
5903,17,28,2,0
5904,17,28,10,0
5905,17,28,7,0
5906,17,28,13,0
5907,17,28,3,0
5908,17,28,23,0
5909,17,29,31,0
5910,17,29,14,0
5911,17,29,25,0
5912,17,29,17,0
5913,17,29,4,0
5914,17,29,1,0
5915,17,30,21,0
5916,17,30,35,0
5917,17,30,24,0
5918,17,30,3,0
5919,17,30,1,0
5920,17,30,18,0
5921,17,30,13,0
5922,17,31,19,0
5923,17,31,3,0
5924,17,31,15,0
5925,17,31,18,0
5926,17,31,4,0
5927,17,31,24,0
5928,17,31,28,0
5929,17,31,5,0
5930,17,31,12,0
5931,17,32,35,0
5932,17,32,15,0
5933,17,32,13,0
5934,17,32,17,0
5935,17,32,3,0
5936,17,32,1,0
5937,17,33,24,0
5938,17,33,3,0
5939,17,33,35,0
5940,17,33,12,0
5941,17,33,33,0
5942,17,33,13,0
5943,17,33,28,0
5944,17,34,13,0
5945,17,34,15,0
5946,17,34,24,0
5947,17,34,10,0
5948,17,34,11,0
5949,17,34,3,0
5950,17,35,35,0
5951,17,35,10,0
5952,17,35,13,0
5953,17,35,25,0
5954,17,35,3,0
5955,17,35,2,0
5956,17,35,36,0
5957,17,36,35,0
5958,17,36,17,0
5959,17,36,1,0
5960,17,36,27,0
5961,17,36,3,0
5962,17,37,28,0
5963,17,37,10,0
5964,17,37,23,0
5965,17,37,2,0
5966,17,37,13,0
5967,17,37,30,0
5968,17,38,24,0
5969,17,38,3,0
5970,17,38,16,0
5971,17,38,30,0
5972,17,38,26,0
5973,17,38,25,0
5974,17,38,39,0
5975,17,39,17,0
5976,17,39,4,0
5977,17,39,3,0
5978,17,39,7,0
5979,17,39,32,0
5980,17,39,30,0
5981,17,40,2,0
5982,17,40,9,0
5983,17,40,3,0
5984,17,40,37,0
5985,17,40,19,0
5986,17,40,4,0
5987,17,40,28,0
5988,17,40,36,0
5989,17,41,4,0
5990,17,41,8,0
5991,17,41,1,0
5992,17,41,10,0
5993,17,41,5,0
5994,17,41,2,0
5995,17,42,37,0
5996,17,42,10,0
5997,17,42,3,0
5998,17,42,2,0
5999,17,42,13,0
6000,17,42,17,0
6001,17,43,10,0
6002,17,43,2,0
6003,17,43,8,0
6004,17,43,35,0
6005,17,43,34,0
6006,17,43,23,0
6007,17,44,1,0
6008,17,44,10,0
6009,17,44,6,0
6010,17,44,35,0
6011,17,44,7,0
6012,17,44,34,0
6013,17,45,35,0
6014,17,45,28,0
6015,17,45,4,0
6016,17,45,3,0
6017,17,45,13,0
6018,17,45,5,0
6019,17,45,16,0
6020,17,45,34,0
6021,17,46,2,0
6022,17,46,25,0
6023,17,46,18,0
6024,17,46,10,0
6025,17,46,37,0
6026,17,46,28,0
6027,17,46,30,0
6028,17,47,23,0
6029,17,47,3,0
6030,17,47,28,0
6031,17,47,24,0
6032,17,47,25,0
6033,17,48,37,0
6034,17,48,4,0
6035,17,48,19,0
6036,17,48,5,0
6037,17,48,23,0
6038,17,49,28,0
6039,17,49,19,0
6040,17,49,35,0
6041,17,49,25,0
6042,17,49,4,0
6043,17,49,24,0
6044,17,49,17,0
6045,17,50,28,0
6046,17,50,37,0
6047,17,50,4,0
6048,17,50,18,0
6049,17,50,24,0
6050,17,50,1,0
6051,18,1,8,0
6052,18,1,38,0
6053,18,1,2,0
6054,18,1,25,0
6055,18,1,31,0
6056,18,1,19,0
6057,18,1,35,0
6058,18,2,19,0
6059,18,2,2,0
6060,18,2,35,0
6061,18,2,31,0
6062,18,2,26,0
6063,18,2,28,0
6064,18,2,17,0
6065,18,2,29,0
6066,18,2,27,0
6067,18,3,1,0
6068,18,3,17,0
6069,18,3,35,0
6070,18,3,10,0
6071,18,3,37,0
